Day,Month,Year,site_name,genus_species,PA,Zone,Observer
15,march,2024,Washington,Nymphalis californica,1,2Serp,MF
15,march,2024,Washington,Nymphalis californica,3,1Valley,MF
15,march,2024,Washington,Polygonia zephyrus,1,1Valley,MF
15,march,2024,Washington,Celastrina ladon echo,3,1Valley,MF
15,march,2024,Washington,Nymphalis antiopa,2,1Valley,MF
19,march,2024,Sierra Valley,Vanessa cardui,2,1Road,CD
19,march,2024,Sierra Valley,NA,NA,2Lava,CD
1,april,2024,Washington,Incisalia augustinus iroides,1,2Serp,MF
1,april,2024,Washington,Papilio zelicaon,1,2Serp,MF
1,april,2024,Washington,Celastrina ladon echo,2,2Serp,MF
1,april,2024,Washington,Celastrina ladon echo,3,1Valley,MF
1,april,2024,Washington,Pieris napi,3,1Valley,MF
1,april,2024,Washington,Nymphalis californica,3,1Valley,MF
1,april,2024,Washington,Polygonia zephyrus,1,1Valley,MF
1,april,2024,Washington,Nymphalis antiopa,2,1Valley,MF
1,april,2024,Washington,Philotes sonorensis,1,1Valley,MF
1,april,2024,Washington,Phyciodes mylitta,1,1Valley,MF
2,april,2024,Sierra Valley,Pontia occidentalis,1,1Road,CH
2,april,2024,Sierra Valley,Pontia occidentalis,2,2Lava,CH
20,april,2024,Lang Crossing,Euchloe hyantis hyantis,2,3Chap,MF
20,april,2024,Lang Crossing,NA,NA,1Meadow,MF
20,april,2024,Lang Crossing,NA,NA,2Forest,MF
20,april,2024,Washington,Nymphalis californica,2,1Valley,MF
20,april,2024,Washington,Erynnis propertius,3,1Valley,MF
20,april,2024,Washington,Celastrina ladon echo,3,1Valley,MF
20,april,2024,Washington,Papilio zelicaon,2,1Valley,MF
20,april,2024,Washington,Pieris napi,3,1Valley,MF
20,april,2024,Washington,Nymphalis antiopa,1,1Valley,MF
20,april,2024,Washington,Phyciodes mylitta,2,1Valley,MF
20,april,2024,Washington,Polygonia zephyrus,2,1Valley,MF
20,april,2024,Washington,Celastrina ladon echo,1,2Serp,MF
20,april,2024,Washington,Vanessa cardui,1,2Serp,MF
17,april,2024,Sierra Valley,Pontia sisymbrii,1,2Lava,CD
17,april,2024,Sierra Valley,Vanessa cardui,3,2Lava,CD
17,april,2024,Sierra Valley,Phyciodes mylitta,1,2Lava,CD
17,april,2024,Sierra Valley,Vanessa cardui,3,1Road,CD
17,april,2024,Sierra Valley,Glaucopsyche lygdamus,1,1Road,CD
17,april,2024,Sierra Valley,Pontia beckerii,2,1Road,CD
17,april,2024,Sierra Valley,Colias eurytheme,2,1Road,CD
17,april,2024,Sierra Valley,Pontia sisymbrii,2,1Road,CD
17,april,2024,Sierra Valley,Pontia occidentalis,3,1Road,CD
17,april,2024,Sierra Valley,Mitoura gryneus chalcosiva,1,1Road,CD
2,may,2024,Sierra Valley,Pontia occidentalis,1,2Lava,CD
2,may,2024,Sierra Valley,Pontia beckerii,3,2Lava,CD
2,may,2024,Sierra Valley,Plebejus acmon,2,2Lava,CD
2,may,2024,Sierra Valley,Glaucopsyche lygdamus,3,2Lava,CD
2,may,2024,Sierra Valley,Incisalia augustinus iroides,1,2Lava,CD
2,may,2024,Sierra Valley,Glaucopsyche lygdamus,1,1Road,CD
2,may,2024,Sierra Valley,Incisalia augustinus iroides,1,1Road,CD
2,may,2024,Sierra Valley,Colias eurytheme,3,1Road,CD
2,may,2024,Sierra Valley,Colias philodice (eriphyle),1,1Road,CD
2,may,2024,Sierra Valley,Pontia beckerii,1,1Road,CD
2,may,2024,Sierra Valley,Pontia occidentalis,2,1Road,CD
2,may,2024,Sierra Valley,Pontia sisymbrii,1,1Road,CD
2,may,2024,Sierra Valley,Pieris rapae,1,1Road,CD
3,may,2024,Washington,Pieris napi,2,1Valley,MF
3,may,2024,Washington,Erynnis propertius,3,1Valley,MF
3,may,2024,Washington,Celastrina ladon echo,3,1Valley,MF
3,may,2024,Washington,Papilio eurymedon,3,1Valley,MF
3,may,2024,Washington,Mitoura gryneus nelsoni,3,1Valley,MF
3,may,2024,Washington,Incisalia eryphon,3,1Valley,MF
3,may,2024,Washington,Phyciodes mylitta,3,1Valley,MF
3,may,2024,Washington,Polygonia zephyrus,1,1Valley,MF
3,may,2024,Washington,Callophrys dumetorum,1,1Valley,MF
3,may,2024,Washington,Incisalia augustinus iroides,2,1Valley,MF
3,may,2024,Washington,Chlosyne palla,1,1Valley,MF
3,may,2024,Washington,Coenonympha tullia california,1,1Valley,MF
3,may,2024,Washington,Battus philenor,1,1Valley,MF
3,may,2024,Washington,Plebejus lupini,1,1Valley,MF
3,may,2024,Washington,Erynnis propertius,3,2Serp,MF
3,may,2024,Washington,Mitoura gryneus nelsoni,1,2Serp,MF
3,may,2024,Washington,Colias eurytheme,1,2Serp,MF
3,may,2024,Lang Crossing,Celastrina ladon echo,3,1Meadow,CD_CH
3,may,2024,Lang Crossing,Nymphalis antiopa,2,1Meadow,CD_CH
3,may,2024,Lang Crossing,Erynnis persius,2,1Meadow,CD_CH
3,may,2024,Lang Crossing,Erynnis propertius,3,2Forest,CD_CH
3,may,2024,Lang Crossing,Polygonia zephyrus,2,2Forest,CD_CH
3,may,2024,Lang Crossing,Euchloe hyantis hyantis,3,2Forest,CD_CH
3,may,2024,Lang Crossing,Celastrina ladon echo,1,2Forest,CD_CH
3,may,2024,Lang Crossing,Pieris napi,3,2Forest,CD_CH
3,may,2024,Lang Crossing,Incisalia augustinus iroides,2,2Forest,CD_CH
3,may,2024,Lang Crossing,Papilio zelicaon,1,3Chap,CD_CH
3,may,2024,Lang Crossing,Phyciodes mylitta,1,3Chap,CD_CH
15,may,2024,Sierra Valley,Hesperia juba,3,2Lava,CD_CH
15,may,2024,Sierra Valley,Coenonympha tullia ampelos,3,2Lava,CD_CD
15,may,2024,Sierra Valley,Plebejus icarioides,2,2Lava,CD_CH
15,may,2024,Sierra Valley,Incisalia augustinus iroides,2,2Lava,CD_CH
15,may,2024,Sierra Valley,Phyciodes mylitta,1,2Lava,CD_CH
15,may,2024,Sierra Valley,Plebejus acmon,1,2Lava,CD_CH
15,may,2024,Sierra Valley,Euchloe ausonides,1,2Lava,CD_CH
15,may,2024,Sierra Valley,Anthocharis sara thoosa,1,2Lava,CD_CH
15,may,2024,Sierra Valley,Glaucopsyche lygdamus,3,1Road,CD_CH
15,may,2024,Sierra Valley,Plebejus icarioides,3,1Road,CD_CH
15,may,2024,Sierra Valley,Pontia sisymbrii,2,1Road,CD_CH
15,may,2024,Sierra Valley,Papilio zelicaon,2,1Road,CD_CH
15,may,2024,Sierra Valley,Colias eurytheme,3,1Road,CD_CH
15,may,2024,Sierra Valley,Incisalia augustinus iroides,3,1Road,CD_CH
15,may,2024,Sierra Valley,Pieris rapae,2,1Road,CD_CH
15,may,2024,Sierra Valley,Hesperia juba,3,1Road,CD_CH
15,may,2024,Sierra Valley,Mitoura gryneus chalcosiva,1,1Road,CD_CH
15,may,2024,Sierra Valley,Euchloe ausonides,3,1Road,CD_CH
15,may,2024,Sierra Valley,Papilio eurymedon,1,1Road,CD_CH
15,may,2024,Sierra Valley,Papilio rutulus,1,1Road,CD_CH
15,may,2024,Sierra Valley,Plebejus saepiolus,1,1Road,CD_CH
16,may,2024,Lang Crossing,Battus philenor,2,1Meadow,CD
16,may,2024,Lang Crossing,Lycaena cupreus,1,1Meadow,CD
16,may,2024,Lang Crossing,Celastrina ladon echo,2,1Meadow,CD
16,may,2024,Lang Crossing,Erynnis propertius,3,1Meadow,CD
16,may,2024,Lang Crossing,Papilio eurymedon,3,1Meadow,CD
16,may,2024,Lang Crossing,Plebejus acmon,1,1Meadow,CD
16,may,2024,Lang Crossing,Pyrgus communis,1,1Meadow,CD
16,may,2024,Lang Crossing,Pyrgus ruralis,1,1Meadow,CD
16,may,2024,Lang Crossing,Lycaena cupreus,2,2Forest,CD
16,may,2024,Lang Crossing,Colias eurytheme,1,2Forest,CD
16,may,2024,Lang Crossing,Plebejus acmon,1,2Forest,CD
16,may,2024,Lang Crossing,Everes amyntula,2,2Forest,CD
16,may,2024,Lang Crossing,Erynnis propertius,3,2Forest,CD
16,may,2024,Lang Crossing,Euchloe hyantis hyantis,1,2Forest,CD
16,may,2024,Lang Crossing,Phyciodes mylitta,2,2Forest,CD
16,may,2024,Lang Crossing,Mitoura gryneus nelsoni,3,2Forest,CD
16,may,2024,Lang Crossing,Pieris napi,1,2Forest,CD
16,may,2024,Lang Crossing,Papilio eurymedon,1,2Forest,CD
16,may,2024,Lang Crossing,Pieris rapae,1,2Forest,CD
16,may,2024,Lang Crossing,Plebejus acmon,1,3Chap,CD
16,may,2024,Lang Crossing,Mitoura gryneus nelsoni,1,3Chap,CD
16,may,2024,Lang Crossing,Euphydryas chalcedona,2,3Chap,CD
16,may,2024,Lang Crossing,Celastrina ladon echo,2,3Chap,CD
18,may,2024,Washington,Papilio eurymedon,3,1Valley,MF
18,may,2024,Washington,Erynnis propertius,3,1Valley,MF
18,may,2024,Washington,Mitoura gryneus nelsoni,3,1Valley,MF
18,may,2024,Washington,Phyciodes mylitta,3,1Valley,MF
18,may,2024,Washington,Celastrina ladon echo,3,1Valley,MF
18,may,2024,Washington,Incisalia augustinus iroides,3,1Valley,MF
18,may,2024,Washington,Papilio rutulus,2,1Valley,MF
18,may,2024,Washington,Chlosyne palla,3,1Valley,MF
18,may,2024,Washington,Adelpha bredowii californica,3,1Valley,MF
18,may,2024,Washington,Glaucopsyche piasus,1,1Valley,MF
18,may,2024,Washington,Euphydryas chalcedona,3,1Valley,MF
18,may,2024,Washington,Polygonia zephyrus,1,1Valley,MF
18,may,2024,Washington,Parnassius clodius,2,1Valley,MF
18,may,2024,Washington,Colias eurytheme,2,1Valley,MF
18,may,2024,Washington,Heliopetes ericetorum,1,1Valley,MF
18,may,2024,Washington,Limenitis lorquini,2,1Valley,MF
18,may,2024,Washington,Amblyscirtes vialis,1,1Valley,MF
18,may,2024,Washington,Mitoura gryneus nelsoni,3,2Serp,MF
18,may,2024,Washington,Erynnis propertius,3,2Serp,MF
18,may,2024,Washington,Incisalia augustinus iroides,1,2Serp,MF
28,may,2024,Donner Pass,Incisalia augustinus iroides,3,1Tracks,CD
28,may,2024,Donner Pass,Celastrina ladon echo,3,1Tracks,CD
28,may,2024,Donner Pass,Nymphalis antiopa,1,1Tracks,CD
28,may,2024,Donner Pass,Colias eurytheme,2,2Meadow,CD
28,may,2024,Donner Pass,Papilio zelicaon,1,2Meadow,CD
30,may,2024,Lang Crossing,Papilio rutulus,3,1Meadow,CD
30,may,2024,Lang Crossing,Mitoura gryneus nelsoni,2,1Meadow,CD
30,may,2024,Lang Crossing,Parnassius clodius,3,1Meadow,CD
30,may,2024,Lang Crossing,Chlosyne palla,1,1Meadow,CD
30,may,2024,Lang Crossing,Phyciodes mylitta,2,1Meadow,CD
30,may,2024,Lang Crossing,Everes amyntula,2,1Meadow,CD
30,may,2024,Lang Crossing,Lycaena helloides,1,1Meadow,CD
30,may,2024,Lang Crossing,Euchloe hyantis hyantis,1,1Meadow,CD
30,may,2024,Lang Crossing,Papilio eurymedon,3,1Meadow,CD
30,may,2024,Lang Crossing,Colias eurytheme,1,1Meadow,CD
30,may,2024,Lang Crossing,Plebejus acmon,2,1Meadow,CD
30,may,2024,Lang Crossing,Pyrgus ruralis,2,1Meadow,CD
30,may,2024,Lang Crossing,Carterocephalus palaemon,1,1Meadow,CD
30,may,2024,Lang Crossing,Erynnis propertius,3,1Meadow,CD
30,may,2024,Lang Crossing,Lycaena cupreus,1,1Meadow,CD
30,may,2024,Lang Crossing,Danaus plexippus,1,1Meadow,CD
30,may,2024,Lang Crossing,Everes amyntula,1,2Forest,CD
30,may,2024,Lang Crossing,Erynnis propertius,3,2Forest,CD
30,may,2024,Lang Crossing,Phyciodes mylitta,2,2Forest,CD
30,may,2024,Lang Crossing,Nymphalis antiopa,2,2Forest,CD
30,may,2024,Lang Crossing,Adelpha bredowii californica,3,2Forest,CD
30,may,2024,Lang Crossing,Anthocharis lanceolata,1,2Forest,CD
30,may,2024,Lang Crossing,Erynnis propertius,3,3Chap,CD
30,may,2024,Lang Crossing,Celastrina ladon echo,1,3Chap,CD
30,may,2024,Lang Crossing,Euphydryas chalcedona,3,3Chap,CD
30,may,2024,Lang Crossing,Chlosyne palla,1,3Chap,CD
30,may,2024,Lang Crossing,Mitoura gryneus nelsoni,3,3Chap,CD
30,may,2024,Lang Crossing,Adelpha bredowii californica,1,3Chap,CD
30,may,2024,Lang Crossing,Incisalia augustinus iroides,1,3Chap,CD
30,may,2024,Lang Crossing,Colias eurytheme,1,3Chap,CD
30,may,2024,Lang Crossing,Danaus plexippus,1,3Chap,CD
30,may,2024,Lang Crossing,Papilio eurymedon,1,3Chap,CD
30,may,2024,Lang Crossing,Colias eurytheme,1,2Forest,CD
30,may,2024,Washington,Erynnis propertius,3,2Serp,MF_AS_KB
30,may,2024,Washington,Papilio eurymedon,3,2Serp,MF_AS_KB
30,may,2024,Washington,Papilio rutulus,3,2Serp,MF_AS_KB
30,may,2024,Washington,Incisalia augustinus iroides,2,2Serp,MF_AS_KB
30,may,2024,Washington,Chlosyne palla,1,2Serp,MF_AS_KB
30,may,2024,Washington,Colias eurytheme,1,2Serp,MF_AS_KB
30,may,2024,Washington,Euchloe hyantis foothill,1,2Serp,MF_AS_KB
30,may,2024,Washington,Parnassius clodius,3,1Valley,MF_AS_KB
30,may,2024,Washington,Papilio rutulus,3,1Valley,MF_AS_KB
30,may,2024,Washington,Erynnis propertius,3,1Valley,MF_AS_KB
30,may,2024,Washington,Adelpha bredowii californica,3,1Valley,MF_AS_KB
30,may,2024,Washington,Phyciodes mylitta,3,1Valley,MF_AS_KB
30,may,2024,Washington,Colias eurytheme,3,1Valley,MF_AS_KB
30,may,2024,Washington,Chlosyne palla,3,1Valley,MF_AS_KB
30,may,2024,Washington,Plebejus acmon,2,1Valley,MF_AS_KB
30,may,2024,Washington,Epargyreus clarus,2,1Valley,MF_AS_KB
30,may,2024,Washington,Euphydryas chalcedona,3,1Valley,MF_AS_KB
30,may,2024,Washington,Amblyscirtes vialis,2,1Valley,MF_AS_KB
30,may,2024,Washington,Papilio eurymedon,3,1Valley,MF_AS_KB
30,may,2024,Washington,Mitoura gryneus nelsoni,3,1Valley,MF_AS_KB
30,may,2024,Washington,Celastrina ladon echo,1,1Valley,MF_AS_KB
30,may,2024,Washington,Erynnis persius,1,1Valley,MF_AS_KB
30,may,2024,Washington,Ochlodes agricola,1,1Valley,MF_AS_KB
30,may,2024,Washington,Nymphalis antiopa,3,1Valley,MF_AS_KB
30,may,2024,Washington,Nymphalis californica,1,1Valley,MF_AS_KB
30,may,2024,Washington,Poanes melane,1,1Valley,MF_AS_KB
30,may,2024,Washington,Limenitis lorquini,1,1Valley,MF_AS_KB
31,may,2024,Sierra Valley,Coenonympha tullia ampelos,3,2Lava,CD
31,may,2024,Sierra Valley,Colias eurytheme,3,1Road,CD
31,may,2024,Sierra Valley,Papilio rutulus,1,1Road,CD
31,may,2024,Sierra Valley,Plebejus acmon,2,1Road,CD
31,may,2024,Sierra Valley,Lycaeides melissa melissa,2,1Road,CD
31,may,2024,Sierra Valley,Pontia occidentalis,3,1Road,CD
31,may,2024,Sierra Valley,Plebejus saepiolus,1,1Road,CD
31,may,2024,Sierra Valley,Pieris rapae,3,1Road,CD
31,may,2024,Sierra Valley,Coenonympha tullia ampelos,3,1Road,CD
31,may,2024,Sierra Valley,Plebejus icarioides,3,1Road,CD
31,may,2024,Sierra Valley,Lycaena helloides,2,1Road,CD
31,may,2024,Sierra Valley,Pyrgus communis,1,1Road,CD
31,may,2024,Sierra Valley,Glaucopsyche lygdamus,2,1Road,CD
31,may,2024,Sierra Valley,Papilio eurymedon,1,1Road,CD
31,may,2024,Sierra Valley,Nymphalis antiopa,1,1Road,CD
31,may,2024,Sierra Valley,Celastrina ladon echo,1,1Road,CD
31,may,2024,Sierra Valley,Everes amyntula,1,1Road,CD
10,june,2024,Castle Peak,Nymphalis californica,3,1LowForest,MF
10,june,2024,Castle Peak,Polygonia zephyrus,3,1LowForest,MF
10,june,2024,Castle Peak,Euphilotes battoides,3,2CastleAscent,MF
10,june,2024,Castle Peak,Callophrys sheridanii lemberti,3,2CastleAscent,MF
10,june,2024,Castle Peak,Erynnis propertius,1,2CastleAscent,MF
10,june,2024,Castle Peak,Nymphalis californica,3,2CastleAscent,MF
10,june,2024,Castle Peak,Glaucopsyche lygdamus,1,2CastleAscent,MF
10,june,2024,Castle Peak,Colias eurytheme,1,2CastleAscent,MF
10,june,2024,Castle Peak,Anthocharis stella,1,2CastleAscent,MF
10,june,2024,Castle Peak,Polygonia zephyrus,1,2CastleAscent,MF
10,june,2024,Castle Peak,Papilio eurymedon,1,2CastleAscent,MF
10,june,2024,Castle Peak,Papilio zelicaon,1,2CastleAscent,MF
10,june,2024,Castle Peak,Papilio zelicaon,3,3Ridge,MF
10,june,2024,Castle Peak,Pontia occidentalis,3,3Ridge,MF
10,june,2024,Castle Peak,Everes amyntula,3,3Ridge,MF
10,june,2024,Castle Peak,Euphilotes battoides,3,3Ridge,MF
10,june,2024,Castle Peak,Nymphalis californica,2,3Ridge,MF
10,june,2024,Castle Peak,Callophrys sheridanii lemberti,1,3Ridge,MF
10,june,2024,Castle Peak,Heliopetes ericetorum,1,3Ridge,MF
10,june,2024,Castle Peak,Nymphalis californica,3,4BasinDescent,MF
10,june,2024,Castle Peak,Anthocharis stella,1,4BasinDescent,MF
10,june,2024,Castle Peak,Colias eurytheme,1,4BasinDescent,MF
10,june,2024,Castle Peak,Nymphalis californica,2,5HighForest,MF
12,june,2024,Donner Pass,Anthocharis stella,3,1Tracks,CH
12,june,2024,Donner Pass,Nymphalis californica,3,1Tracks,CH
12,june,2024,Donner Pass,Papilio eurymedon,3,1Tracks,CH
12,june,2024,Donner Pass,Pyrgus communis,3,1Tracks,CH
12,june,2024,Donner Pass,Phyciodes mylitta,3,1Tracks,CH
12,june,2024,Donner Pass,Plebejus saepiolus,3,1Tracks,CH
12,june,2024,Donner Pass,Celastrina ladon echo,3,1Tracks,CH
12,june,2024,Donner Pass,Nymphalis antiopa,3,1Tracks,CH
12,june,2024,Donner Pass,Colias eurytheme,3,1Tracks,CH
12,june,2024,Donner Pass,Incisalia eryphon,2,1Tracks,CH
12,june,2024,Donner Pass,Boloria epithore,3,1Tracks,CH
12,june,2024,Donner Pass,Erynnis propertius,1,1Tracks,CH
12,june,2024,Donner Pass,Adelpha bredowii californica,1,1Tracks,CH
12,june,2024,Donner Pass,Pieris rapae,1,1Tracks,CH
12,june,2024,Donner Pass,Glaucopsyche lygdamus,1,1Tracks,CH
12,june,2024,Donner Pass,Plebejus lupini,1,1Tracks,CH
12,june,2024,Donner Pass,Chlosyne palla,3,1Tracks,CH
12,june,2024,Donner Pass,Speyeria coronis,1,1Tracks,CH
12,june,2024,Donner Pass,Nymphalis californica,3,2Meadow,CH
12,june,2024,Donner Pass,Vanessa virginiensis,1,2Meadow,CH
12,june,2024,Donner Pass,Celastrina ladon echo,1,2Meadow,CH
12,june,2024,Donner Pass,Pyrgus communis,2,2Meadow,CH
12,june,2024,Donner Pass,Nymphalis californica,3,3Bridge,CH
12,june,2024,Donner Pass,Adelpha bredowii californica,1,3Bridge,CH
12,june,2024,Lang Crossing,Parnassius clodius,3,1Meadow,MF
12,june,2024,Lang Crossing,Speyeria hydaspe,1,1Meadow,MF
12,june,2024,Lang Crossing,Mitoura gryneus nelsoni,3,1Meadow,MF
12,june,2024,Lang Crossing,Phyciodes campestris montana,3,1Meadow,MF
12,june,2024,Lang Crossing,Papilio eurymedon,3,1Meadow,MF
12,june,2024,Lang Crossing,Lycaena helloides,1,1Meadow,MF
12,june,2024,Lang Crossing,Vanessa cardui,1,1Meadow,MF
12,june,2024,Lang Crossing,Papilio rutulus,3,1Meadow,MF
12,june,2024,Lang Crossing,Lycaena editha,3,1Meadow,MF
12,june,2024,Lang Crossing,Junonia coenia,2,1Meadow,MF
12,june,2024,Lang Crossing,Colias eurytheme,1,1Meadow,MF
12,june,2024,Lang Crossing,Plebejus saepiolus,3,1Meadow,MF
12,june,2024,Lang Crossing,Limenitis lorquini,1,1Meadow,MF
12,june,2024,Lang Crossing,Euphilotes enoptes,3,1Meadow,MF
12,june,2024,Lang Crossing,Polygonia zephyrus,1,1Meadow,MF
12,june,2024,Lang Crossing,Nymphalis californica,1,1Meadow,MF
12,june,2024,Lang Crossing,Celastrina ladon echo,2,1Meadow,MF
12,june,2024,Lang Crossing,Plebejus acmon,2,1Meadow,MF
12,june,2024,Lang Crossing,Phyciodes mylitta,3,1Meadow,MF
12,june,2024,Lang Crossing,Adelpha bredowii californica,2,1Meadow,MF
12,june,2024,Lang Crossing,Heliopetes ericetorum,1,1Meadow,MF
12,june,2024,Lang Crossing,Erynnis propertius,1,1Meadow,MF
12,june,2024,Lang Crossing,Plebejus icarioides,1,2Forest,MF
12,june,2024,Lang Crossing,Parnassius clodius,3,2Forest,MF
12,june,2024,Lang Crossing,Phyciodes campestris montana,1,2Forest,MF
12,june,2024,Lang Crossing,Euphilotes enoptes,1,2Forest,MF
12,june,2024,Lang Crossing,Adelpha bredowii californica,2,2Forest,MF
12,june,2024,Lang Crossing,Plebejus icarioides,1,2Forest,MF
12,june,2024,Lang Crossing,Satyrium californica,3,3Chap,MF
12,june,2024,Lang Crossing,Incisalia augustinus iroides,1,3Chap,MF
12,june,2024,Lang Crossing,Euphydryas chalcedona,3,3Chap,MF
12,june,2024,Lang Crossing,Mitoura gryneus nelsoni,3,3Chap,MF
12,june,2024,Lang Crossing,Papilio rutulus,1,3Chap,MF
13,june,2024,Washington,Parnassius clodius,3,2Serp,MF
13,june,2024,Washington,Papilio eurymedon,1,2Serp,MF
13,june,2024,Washington,Euphydryas chalcedona,1,2Serp,MF
13,june,2024,Washington,Papilio rutulus,1,2Serp,MF
13,june,2024,Washington,Parnassius clodius,3,1Valley,MF
13,june,2024,Washington,Papilio rutulus,3,1Valley,MF
13,june,2024,Washington,Adelpha bredowii californica,3,1Valley,MF
13,june,2024,Washington,Chlosyne palla,3,1Valley,MF
13,june,2024,Washington,Papilio eurymedon,3,1Valley,MF
13,june,2024,Washington,Erynnis propertius,3,1Valley,MF
13,june,2024,Washington,Celastrina ladon echo,3,1Valley,MF
13,june,2024,Washington,Ochlodes agricola,3,1Valley,MF
13,june,2024,Washington,Heliopetes ericetorum,1,1Valley,MF
13,june,2024,Washington,Speyeria hydaspe,1,1Valley,MF
13,june,2024,Washington,Colias eurytheme,3,1Valley,MF
13,june,2024,Washington,Phyciodes mylitta,3,1Valley,MF
13,june,2024,Washington,Epargyreus clarus,1,1Valley,MF
13,june,2024,Washington,Mitoura gryneus nelsoni,3,1Valley,MF
13,june,2024,Washington,Euphydryas chalcedona,1,1Valley,MF
13,june,2024,Washington,Nymphalis californica,1,1Valley,MF
13,june,2024,Washington,Junonia coenia,1,1Valley,MF
13,june,2024,Washington,Erynnis persius,2,1Valley,MF
13,june,2024,Washington,Speyeria callippe juba,1,1Valley,MF
13,june,2024,Washington,Poanes melane,1,1Valley,MF
14,june,2024,Mt Rose,Anthocharis stella,3,1Forest,MF
14,june,2024,Mt Rose,Euphilotes battoides,2,1Forest,MF
14,june,2024,Mt Rose,Plebejus icarioides,3,1Forest,MF
14,june,2024,Mt Rose,Strymon melinus,2,1Forest,MF
14,june,2024,Mt Rose,Glaucopsyche lygdamus,3,1Forest,MF
14,june,2024,Mt Rose,Everes amyntula,2,1Forest,MF
14,june,2024,Mt Rose,Nymphalis milberti,2,1Forest,MF
14,june,2024,Mt Rose,Celastrina ladon echo,1,1Forest,MF
14,june,2024,Mt Rose,Pontia occidentalis,1,1Forest,MF
14,june,2024,Mt Rose,Polygonia zephyrus,1,1Forest,MF
14,june,2024,Mt Rose,Nymphalis californica,3,1Forest,MF
14,june,2024,Mt Rose,Nymphalis californica,3,2Meadow,MF
14,june,2024,Mt Rose,Everes amyntula,1,2Meadow,MF
14,june,2024,Mt Rose,Incisalia eryphon,1,2Meadow,MF
14,june,2024,Mt Rose,Colias eurytheme,1,2Meadow,MF
14,june,2024,Mt Rose,Speyeria coronis,1,3Alpine,MF
14,june,2024,Mt Rose,Everes amyntula,3,3Alpine,MF
14,june,2024,Mt Rose,Nymphalis californica,2,3Alpine,MF
14,june,2024,Mt Rose,Pontia occidentalis,3,3Alpine,MF
14,june,2024,Mt Rose,Callophrys sheridanii lemberti,3,3Alpine,MF
14,june,2024,Mt Rose,Papilio zelicaon,1,3Alpine,MF
14,june,2024,Mt Rose,Thorybes mexicana nevada,1,3Alpine,MF
14,june,2024,Mt Rose,Colias eurytheme,1,3Alpine,MF
14,june,2024,Mt Rose,Nymphalis milberti,1,3Alpine,MF
14,june,2024,Mt Rose,Plebejus lupini,1,3Alpine,MF
14,june,2024,Sierra Valley,Pontia occidentalis,1,2Lava,CD
14,june,2024,Sierra Valley,Papilio rutulus,1,2Lava,CD
14,june,2024,Sierra Valley,Papilio multicaudatus,1,1Road,CD
14,june,2024,Sierra Valley,Colias eurytheme,3,1Road,CD
14,june,2024,Sierra Valley,Papilio rutulus,2,1Road,CD
14,june,2024,Sierra Valley,Lycaeides melissa melissa,2,1Road,CD
14,june,2024,Sierra Valley,Pontia protodice,1,1Road,CD
14,june,2024,Sierra Valley,Pontia occidentalis,3,1Road,CD
14,june,2024,Sierra Valley,Pieris rapae,3,1Road,CD
14,june,2024,Sierra Valley,Vanessa virginiensis,1,1Road,CD
14,june,2024,Sierra Valley,Vanessa cardui,1,1Road,CD
14,june,2024,Sierra Valley,Papilio eurymedon,1,1Road,CD
14,june,2024,Sierra Valley,Satyrium behrii,2,1Road,CD
14,june,2024,Sierra Valley,Limenitis lorquini,1,1Road,CD
14,june,2024,Sierra Valley,Plebejus icarioides,2,1Road,CD
14,june,2024,Sierra Valley,Coenonympha tullia ampelos,3,1Road,CD
14,june,2024,Sierra Valley,Phyciodes mylitta,3,1Road,CD
24,june,2024,Castle Peak,Pyrgus communis,3,1LowForest,CH
24,june,2024,Castle Peak,Anthocharis stella,3,1LowForest,CH
24,june,2024,Castle Peak,Phyciodes mylitta,3,1LowForest,CH
24,june,2024,Castle Peak,Papilio zelicaon,1,1LowForest,CH
24,june,2024,Castle Peak,Papilio eurymedon,3,1LowForest,CH
24,june,2024,Castle Peak,Boloria epithore,3,1LowForest,CH
24,june,2024,Castle Peak,Colias eurytheme,3,1LowForest,CH
24,june,2024,Castle Peak,Glaucopsyche lygdamus,2,1LowForest,CH
24,june,2024,Castle Peak,Nymphalis antiopa,3,1LowForest,CH
24,june,2024,Castle Peak,Pieris rapae,1,1LowForest,CH
24,june,2024,Castle Peak,Chlosyne hoffmanni,3,1LowForest,CH
24,june,2024,Castle Peak,Vanessa virginiensis,2,1LowForest,CH
24,june,2024,Castle Peak,Polygonia zephyrus,1,1LowForest,CH
24,june,2024,Castle Peak,Euphilotes battoides,3,2CastleAscent,CH
24,june,2024,Castle Peak,Polygonia zephyrus,2,2CastleAscent,CH
24,june,2024,Castle Peak,Pontia occidentalis,1,2CastleAscent,CH
24,june,2024,Castle Peak,Papilio zelicaon,3,3Ridge,CH
24,june,2024,Castle Peak,Euphilotes battoides,3,3Ridge,CH
24,june,2024,Castle Peak,Plebejus icarioides,2,3Ridge,CH
24,june,2024,Castle Peak,Nymphalis milberti,1,3Ridge,CH
24,june,2024,Castle Peak,Pontia occidentalis,3,3Ridge,CH
24,june,2024,Castle Peak,Polygonia zephyrus,1,3Ridge,CH
24,june,2024,Castle Peak,Everes amyntula,2,3Ridge,CH
24,june,2024,Castle Peak,Anthocharis stella,1,3Ridge,CH
24,june,2024,Castle Peak,Plebejus acmon,1,3Ridge,CH
